1965;45.855285714285706;1976;83.31992857142858;1981;67.81901428571429;1985;162.8177142857143;1975;1031.1467714285714;1972;48.765771428571426;1972;69.73215714285715;1983;2.3223142857142856;1982;12.967114285714285;1979;3.305742857142857;2000;202.55354285714287;1973;18.531742857142856;1972;194.51692857142856;1979;26.233085714285714;1982;20.66617142857143;1964;56.615899999999996;1972;46.16592857142857;1972;1.0919285714285716;1978;126.83228571428572;1990;77.55384285714285;1976;78.26207142857142;1979;28.2413;1980;9.539928571428572;2000;56.23661428571428;1970;96.01971428571429;2000;26.856900000000003;1969;17.044657142857144;2000;31.080900000000003;1972;26.290885714285714;1971;29.179157142857143;1969;61.97072857142857;1973;3.054714285714286;1975;99.74117142857143;1964;64.64824285714285;1969;77.8638;1975;77.83898571428571;1975;299.7588;1985;203.46755714285715;1969;211.34594285714283;2000;21.271871428571426;1972;10.878042857142857;2000;6.186242857142857;1975;58.55074285714286;1966;71.14638571428571;
1966;32.78588571428572;1977;108.14457142857144;1982;81.67514285714286;1986;151.10067142857142;1976;638.1969857142857;1973;13.388685714285714;1974;170.34371428571427;1984;18.404385714285716;1983;1.9848000000000001;1980;2.3366714285714285;2001;149.2385;1974;35.671128571428575;1973;391.9213285714286;1980;24.706585714285715;1983;18.5337;1965;41.608314285714286;1973;41.00881428571429;1973;1.2049;1979;80.5810857142857;1991;76.59232857142857;1977;161.8379142857143;1980;27.842857142857145;1981;5.163428571428573;2001;23.638585714285714;1971;95.47765714285713;2001;21.244400000000002;1970;16.408757142857144;2001;28.635328571428573;1973;26.245857142857147;1972;28.07788571428571;1970;48.15655714285714;1975;7.297871428571428;1976;56.25827142857144;1965;46.71825714285715;1970;58.321171428571425;1976;10.946114285714286;1976;90.09925714285716;1986;22.182271428571433;1970;93.36748571428572;2001;20.802899999999998;1973;47.91628571428571;2001;6.213314285714285;1976;40.24495714285714;1969;123.34305714285713;
1967;46.62688571428571;1978;74.94278571428572;1983;46.68651428571428;1987;78.9708857142857;1977;605.3942142857143;1974;148.8439142857143;1975;150.89721428571428;1985;33.88667142857143;1984;7.098314285714286;1981;1.987;2002;132.0627714285714;1975;18.37314285714286;1974;632.5469857142858;1981;21.15164285714286;1984;21.606085714285715;1966;46.95452857142857;1974;80.92214285714286;1974;2.4954428571428573;1980;67.28424285714286;1992;64.6361857142857;1978;206.0625285714286;1981;12.676585714285713;1982;8.669157142857143;2002;25.14844285714286;1972;74.46015714285714;2002;18.434542857142862;1971;17.43925714285714;2002;28.09094285714286;1974;35.256257142857145;1973;27.58541428571429;1971;47.03381428571429;1976;3.348242857142857;1977;65.07292857142856;1966;38.132600000000004;1971;88.60927142857143;1977;62.08931428571429;1977;191.82855714285714;1987;8.908299999999999;1971;227.38028571428575;2002;16.92282857142857;1974;91.30585714285715;2002;4.4052999999999995;1977;50.292457142857145;1970;61.29648571428572;
1968;35.618900000000004;1979;57.486528571428565;1984;96.62365714285714;1988;77.57635714285713;1978;719.2087571428572;1975;149.3946;1976;97.45734285714286;1986;29.742014285714287;1985;42.6171;1982;2.809885714285714;2003;136.86724285714288;1976;12.717371428571429;1975;380.22124285714284;1982;25.11904285714286;1985;27.4136;1967;67.59118571428571;1975;108.4324;1975;3.502985714285715;1981;53.456714285714284;1993;49.93747142857143;1979;99.04522857142855;1982;22.111328571428572;1983;3.0463857142857145;2003;19.80494285714286;1973;218.41324285714288;2003;15.218157142857143;1972;16.249;2003;25.567899999999998;1975;40.774342857142855;1974;39.35988571428571;1972;42.75327142857143;1977;4.2699428571428575;1978;107.45464285714286;1969;58.819785714285715;1972;62.558814285714284;1978;65.40135714285715;1978;238.1902142857143;1988;31.12608571428572;1972;106.19555714285715;2003;20.865985714285717;1975;83.34282857142857;2003;7.357828571428571;1978;30.669228571428572;1971;97.78554285714286;
1969;60.06028571428572;1980;82.10172857142857;1987;98.66547142857142;1989;75.50772857142859;1979;439.97645714285716;1976;44.30811428571428;1977;126.85614285714288;1987;10.599485714285715;1986;23.88725714285715;1983;1.8682285714285711;2004;119.93662857142859;1977;22.281728571428573;1976;273.2186;1983;16.938728571428573;1986;29.290785714285715;1969;56.06925714285715;1976;78.13717142857142;1976;1.8580999999999999;1982;57.43065714285715;1994;78.79127142857142;1980;72.2146;1983;6.578257142857143;1984;2.4404428571428576;2004;20.427071428571427;1974;325.12447142857144;2004;17.343299999999996;1973;12.304171428571427;2004;28.819057142857144;1976;36.2314;1975;44.09195714285714;1973;39.88478571428572;1978;2.1899714285714285;1979;64.71954285714286;1970;50.81402857142857;1973;111.54857142857142;1979;11.521842857142857;1979;104.43272857142858;1989;27.482785714285715;1973;358.5635285714285;2004;16.73057142857143;1976;20.903514285714287;2004;9.240014285714286;1979;23.934214285714283;1972;49.76035714285714;
1970;45.93145714285714;1981;29.099957142857143;1992;79.25474285714286;1990;84.36615714285713;1980;515.2334857142857;1977;39.10727142857143;1978;147.12004285714286;1988;31.182957142857138;1987;9.406628571428572;1984;8.144914285714286;2005;129.6768;1978;14.702514285714285;1977;413.09061428571425;1984;17.250071428571427;1987;25.47094285714286;1970;57.63588571428572;1977;71.85684285714285;1977;2.1340285714285714;1983;46.074514285714294;1995;145.36777142857142;1981;57.70120000000001;1984;7.686214285714286;1985;79.04498571428573;2005;20.94464285714286;1975;306.64572857142855;2005;16.37638571428571;1974;20.551142857142857;2005;28.092042857142854;1977;33.47292857142857;1976;34.47401428571429;1974;60.082171428571435;1979;2.7559714285714283;1980;55.39407142857143;1971;65.87267142857144;1974;318.6026857142857;1980;3.436271428571428;1980;71.51442857142857;1991;5.452014285714286;1974;921.7824571428572;2005;14.4459;1977;77.70094285714286;2005;2.7550714285714286;1980;26.106600000000004;1973;159.40142857142857;
1971;60.40737142857142;1982;89.89798571428571;1995;133.49015714285716;1991;73.92335714285714;1981;192.4084;1978;71.21325714285715;1979;32.028014285714285;1989;25.556385714285714;1988;7.668057142857143;1985;12.733714285714285;2006;94.74664285714285;1979;7.4485285714285725;1978;237.17742857142858;1985;55.0854;1988;30.1123;1971;56.29234285714286;1978;75.36987142857141;1978;3.4998142857142858;1984;102.58777142857143;1996;131.5232;1982;63.45304285714286;1985;79.00295714285714;1987;5.030828571428572;2006;42.81675714285715;1976;79.6271;2006;17.206842857142856;1975;24.791985714285712;2006;28.251114285714284;1978;34.28172857142858;1977;35.38064285714286;1975;87.53357142857145;1980;2.4842857142857144;1981;50.50488571428571;1972;48.511500000000005;1975;191.54467142857143;1981;1.5000000000000002;1981;56.63624285714285;1992;2.8798285714285714;1975;447.33025714285714;2006;15.763457142857144;1978;25.764400000000002;2006;4.752157142857143;1981;8.790114285714285;1974;287.5971714285714;
2000;52.9174;1983;6.654457142857142;1996;125.52449999999999;1992;47.850057142857146;1982;432.5687142857143;1979;23.670514285714287;1980;89.20991428571428;1993;15.321914285714287;1989;13.624528571428572;1986;8.593442857142858;2007;115.64881428571428;1980;4.774628571428571;1979;184.5551142857143;1986;40.74947142857143;1989;28.018642857142854;1972;45.06830000000001;1979;79.6753;1979;1.7209714285714288;1985;253.24842857142858;1997;70.32355714285714;1983;47.72628571428572;1986;37.88832857142857;1988;3.5054142857142856;2007;27.96394285714286;1977;229.5306714285714;2007;15.28972857142857;1976;19.43764285714286;2007;27.237871428571427;1979;39.70742857142857;1978;43.624742857142856;1976;68.80764285714284;1981;0.8993000000000001;1982;50.64431428571429;1973;64.07438571428573;1976;75.96848571428572;1982;3.6757;1982;67.44095714285713;1993;6.4395;1976;109.03257142857144;2007;17.611871428571426;1979;9.58917142857143;2007;11.851871428571428;1982;10.3579;1975;277.1024857142857;
2001;60.322399999999995;1984;123.44808571428572;1997;93.9463;1993;56.14848571428571;1983;131.6556142857143;1980;35.35402857142857;1981;23.102642857142857;1994;30.31471428571429;1990;19.527714285714286;1987;3.6195142857142857;2008;145.7621;1981;2.0604285714285715;1980;179.48107142857148;1987;19.86598571428572;1990;26.213714285714286;1973;41.97465714285714;1980;74.65381428571429;1980;1.6227714285714288;1986;112.63094285714286;1998;40.362428571428566;1984;127.72384285714284;1987;9.308328571428572;1989;4.316828571428572;2008;62.16544285714286;1978;141.8676714285714;2008;18.127;1977;19.535585714285713;2008;27.259271428571427;1980;38.867228571428576;1979;38.50251428571429;1977;63.790214285714285;1982;1.7391285714285714;1983;46.41514285714286;1974;140.2078;1977;129.8355;1983;1.3575;1983;48.0417;1994;21.189014285714286;1977;340.4257571428571;2008;17.53342857142857;1980;8.693414285714285;2008;4.608357142857143;1983;4.540585714285713;1976;89.65761428571427;
2002;65.96610000000001;1985;133.4329857142857;1998;90.70995714285714;1994;67.43355714285714;1984;618.8131428571429;1981;3.585228571428572;1982;84.66064285714286;1995;8.6578;1992;10.545599999999999;1988;5.078871428571428;2009;274.7595571428571;1982;3.2714571428571424;1981;27.140542857142858;1988;21.162614285714287;1991;25.325600000000005;1974;75.85357142857143;1981;57.65761428571428;1981;0.9337714285714286;1987;64.88587142857143;1999;82.70435714285715;1985;362.6828142857143;1988;14.387514285714285;1990;3.8273571428571427;2009;79.84410000000001;1979;83.42901428571429;2009;15.190185714285715;1978;20.382957142857144;2009;25.622685714285712;1981;34.22032857142857;1980;35.63634285714286;1978;70.74698571428571;1983;0.9960285714285716;1984;66.74764285714285;1975;108.01952857142855;1978;159.8024428571429;1984;59.07408571428572;1984;240.27325714285715;1995;56.03731428571429;1978;324.9654428571429;2009;23.49397142857143;1981;0.9413714285714284;2009;21.47808571428572;1984;7.784400000000001;1977;251.0003714285714;
2003;69.83685714285714;1986;79.4872142857143;1999;166.07208571428572;1995;76.51912857142858;1985;1112.4664857142857;1982;42.9608;1983;13.982157142857142;1996;19.99861428571429;1994;39.26501428571429;1989;3.5588571428571427;2010;67.81438571428572;1983;1.6497857142857144;1982;172.23045714285715;1989;21.60121428571429;1992;23.89632857142857;1975;94.6502;1982;71.22634285714285;1982;1.6123571428571428;1988;84.6439857142857;2000;155.96494285714286;1986;212.84845714285714;1989;10.909571428571427;1991;3.9768999999999997;2010;24.63325714285714;1980;45.28977142857143;2010;17.16492857142857;1979;18.50051428571428;2010;28.746414285714287;1982;35.44202857142857;1981;33.549442857142864;1979;63.04568571428572;1984;1.1517857142857142;1985;128.15552857142856;1976;61.971642857142854;1979;84.24595714285715;1985;209.13702857142857;1985;588.8457285714286;1996;19.52177142857143;1979;142.04002857142856;2010;15.459500000000002;1982;4.949985714285715;2010;5.309028571428572;1985;65.16024285714285;1978;102.40610000000001;
2004;57.827400000000004;1987;34.23271428571429;2000;150.2887142857143;1996;79.78534285714285;1986;1026.3101714285715;1983;1.8501285714285716;1984;101.7178857142857;1997;4.567485714285715;1995;8.652642857142856;1990;1.3084142857142858;2011;169.32335714285713;1984;19.473557142857143;1983;26.998942857142858;1990;20.567585714285716;1993;19.380828571428566;1976;73.5271;1983;44.64767142857143;1983;0.9247571428571428;1989;87.56122857142859;2001;81.72658571428572;1987;80.67954285714286;1990;9.322385714285716;1992;4.783257142857143;2011;60.84182857142857;1981;26.01952857142857;2011;20.203828571428573;1980;18.007971428571427;2011;33.21675714285714;1983;29.930057142857144;1982;31.756942857142857;1980;62.379471428571435;1985;6.2726;1986;103.14881428571428;1977;83.62432857142858;1980;66.92834285714285;1986;52.896657142857144;1986;268.9280571428571;1997;4.896185714285714;1980;89.34107142857144;2011;23.11594285714286;1983;0.5695142857142858;2011;11.024842857142858;1986;119.86341428571428;1979;60.17758571428571;
2005;52.73117142857143;1988;114.34852857142857;2001;174.58938571428573;1997;43.8848;1987;373.6667714285714;1984;101.01114285714287;1985;214.6178142857143;1998;11.381385714285713;1996;27.190842857142858;1991;2.3346571428571425;2012;84.1222;1985;30.036657142857145;1984;189.54815714285715;1991;22.456842857142853;1994;21.799314285714285;1977;70.08045714285713;1984;47.12985714285714;1984;2.1966428571428573;1990;77.26748571428571;2002;68.96775714285714;1988;110.56595714285713;1991;12.323557142857144;1993;1.4688142857142856;2012;17.84525714285714;1982;38.8619;2012;15.24627142857143;1981;15.79544285714286;2012;30.566;1984;30.53237142857143;1983;28.75755714285714;1981;51.34640000000001;1986;26.714199999999998;1987;67.22545714285715;1978;131.34605714285715;1981;54.52081428571428;1987;12.324014285714286;1987;103.52948571428571;1998;5.102199999999999;1981;61.29168571428571;2012;14.667999999999997;1984;7.715342857142858;2012;4.300914285714287;1987;42.34742857142857;1980;55.430614285714285;
2006;57.10122857142857;1989;131.58732857142857;2002;141.53940000000003;1998;41.017328571428564;1988;761.2843857142858;1985;119.22290000000001;1986;159.43204285714287;1999;25.411257142857146;1997;21.501599999999996;1993;1.9462999999999997;2013;93.1459142857143;1987;8.007385714285714;1985;568.0268;1992;22.2368;1995;20.76707142857143;1978;60.25394285714286;1985;122.92731428571429;1985;4.3266857142857145;1991;70.65331428571429;2003;59.940942857142865;1989;105.27898571428571;1992;9.4108;1994;19.88825714285714;2013;16.03558571428571;1983;13.647742857142857;2013;15.017014285714286;1982;19.963114285714287;2013;28.185914285714286;1985;42.00337142857143;1984;33.80175714285714;1982;63.1808;1987;2.4896;1988;66.5622;1979;71.06611428571429;1982;62.1161;1988;37.23298571428571;1988;160.95880000000002;1999;62.843599999999995;1982;78.63202857142858;2013;11.701814285714287;1985;96.85362857142857;2013;4.1189285714285715;1988;52.05771428571428;1981;14.782214285714288;
2007;39.96767142857143;1993;63.48388571428571;2003;146.31642857142856;1999;83.27355714285714;1989;679.5503;1986;65.17691428571428;1987;61.57222857142857;2000;15.713657142857143;1998;8.898914285714286;1994;7.557442857142858;2014;178.67268571428573;1988;18.38314285714285;1986;295.5286857142858;1993;15.537442857142858;1996;25.1432;1979;72.30217142857143;1986;98.57397142857143;1986;3.8472714285714287;1992;63.31887142857143;2004;77.1034;1990;81.11541428571427;1993;3.474814285714286;1995;6.324057142857143;2014;26.816714285714284;1984;108.89842857142857;2014;13.827914285714286;1983;16.913342857142858;2014;27.610957142857135;1986;46.82922857142857;1985;44.76757142857142;1983;56.30208571428572;1988;1.6841571428571425;1989;61.14789999999999;1980;57.985728571428574;1983;46.91669999999999;1990;12.8085;1989;200.98392857142855;2000;49.7287;1983;50.534042857142865;2014;13.48112857142857;1986;150.91674285714288;2014;5.078328571428571;1989;26.548214285714288;1982;32.28991428571428;
2008;65.67788571428572;1994;154.11284285714285;2004;123.79260000000001;2000;111.0411;1990;389.76424285714285;1987;17.855428571428572;1988;112.23292857142857;2001;10.943985714285715;1999;17.562499999999996;1995;10.09672857142857;2015;108.83968571428572;1989;11.439400000000001;1987;200.3069142857143;1994;28.36684285714286;1997;29.939657142857147;1980;68.23391428571429;1987;56.488757142857146;1987;2.2203857142857144;1993;45.075185714285716;2005;77.34259999999999;1991;78.83914285714286;1994;22.475842857142858;1996;11.597514285714286;2015;11.26872857142857;1985;554.1160428571428;2015;13.217771428571428;1984;19.834642857142853;2015;25.832457142857145;1987;36.265371428571434;1986;43.71632857142857;1984;58.64054285714286;1989;1.8619714285714284;1990;63.48892857142857;1981;51.952299999999994;1984;129.12981428571428;1991;6.854657142857143;1990;101.16751428571429;2001;16.247828571428574;1984;341.6791142857143;2015;11.209999999999997;1987;16.158814285714282;2015;2.881957142857143;1990;33.68227142857142;1983;9.685785714285714;
2009;78.25392857142857;1995;74.1;2005;119.23091428571426;2001;86.94734285714286;1991;505.2491857142857;1988;114.64198571428571;1989;139.08312857142855;2002;14.53247142857143;2000;35.06631428571429;1996;5.655428571428572;2016;71.04587142857142;1990;7.884700000000001;1988;338.89189999999996;1995;23.966228571428577;1998;19.105899999999995;1981;55.13100000000001;1988;54.076814285714285;1988;3.840842857142857;1994;71.85607142857144;2006;65.71434285714285;1992;64.93565714285714;1995;14.034899999999997;1997;11.944114285714287;2016;6.926414285714286;1986;213.40448571428576;2016;8.405685714285715;1985;30.280328571428573;2016;23.46604285714286;1988;33.590471428571426;1987;37.59757142857143;1985;89.356;1990;2.776271428571429;1991;61.191428571428574;1982;54.04478571428571;1985;375.5516714285714;1992;4.511271428571428;1991;118.36961428571429;2002;17.255599999999998;1985;831.3190142857142;2016;9.643542857142858;1988;44.88015714285715;2016;3.4953714285714286;1991;32.73568571428571;1984;34.834314285714285;
2010;9.502885714285714;1996;71.59874285714287;2006;126.94582857142858;2002;60.18382857142858;1992;309.9719428571429;1989;116.83338571428571;1990;97.9812857142857;2003;13.392428571428571;2001;23.2279;1997;3.2040571428571427;2017;100.45058571428571;1991;9.830414285714285;1989;227.37735714285714;1996;22.42168571428572;1999;19.657114285714282;1982;66.76104285714285;1989;61.0800142857143;1989;2.5882571428571426;1995;107.43794285714287;2007;50.8752;1993;48.970214285714285;1996;12.002857142857144;1998;1.6728428571428573;2017;26.387842857142857;1987;35.51705714285715;2017;11.3689;1986;36.54692857142857;2017;23.869814285714284;1989;31.7542;1988;38.91581428571429;1986;98.54027142857142;1991;1.6198428571428571;1992;54.255100000000006;1983;45.21468571428572;1986;185.84012857142858;1993;4.130657142857142;1992;63.88655714285715;2003;9.647885714285712;1986;312.63704285714283;2017;17.86202857142857;1989;19.526585714285716;2017;8.04732857142857;1992;10.588171428571428;1985;316.9242142857143;
2011;64.61887142857142;1997;33.508785714285715;2007;112.98427142857143;2003;76.61842857142857;1993;304.1415142857143;1990;39.885128571428574;1991;112.5667857142857;2004;11.576014285714285;2002;16.731185714285715;1998;1.781114285714286;2018;128.07511428571428;1992;8.570500000000001;1990;200.63824285714284;1997;24.203385714285712;2000;25.838185714285718;1983;42.59934285714286;1990;57.500685714285716;1990;2.0228571428571427;1996;107.12934285714284;2008;79.76014285714284;1994;80.10435714285714;1997;18.315485714285717;1999;2.951042857142857;2018;26.837600000000002;1988;175.6794;2018;15.352985714285714;1987;15.725428571428571;2018;26.268742857142858;1990;31.434342857142855;1989;35.209385714285716;1987;64.97327142857144;1992;2.9718142857142853;1993;50.72065714285714;1984;77.46119999999999;1987;91.30587142857142;1994;16.809157142857142;1993;63.31502857142857;2004;18.090128571428572;1987;122.29809999999999;2018;16.658314285714287;1990;13.3369;2018;6.964742857142857;1993;10.037199999999999;1986;375.7607;
2012;28.912514285714284;1998;58.52085714285714;2008;138.88905714285715;2004;76.78024285714287;1994;744.2438714285715;1991;80.4973857142857;1992;102.29055714285714;2005;28.405957142857144;2003;17.838028571428573;1999;8.733171428571428;2019;255.42175714285716;1993;8.9052;1991;222.11327142857138;1998;16.081200000000003;2001;21.7046;1984;43.98234285714286;1991;58.62501428571428;1991;1.667057142857143;1997;66.99905714285715;2009;154.4082142857143;1995;147.45429999999996;1998;5.4476;2000;16.034257142857143;2019;22.719342857142856;1989;82.38068571428572;2019;10.109885714285715;1988;14.755042857142858;2019;22.349400000000003;1991;33.18234285714285;1990;34.50297142857143;1988;61.7657;1993;1.8555857142857144;1994;55.76192857142856;1985;185.71965714285713;1988;99.48107142857143;1995;52.7699;1994;120.65301428571429;2005;14.53282857142857;1988;272.5534857142857;2019;18.263142857142856;1991;23.97668571428571;2019;7.280957142857143;1994;17.384171428571427;1987;77.7757857142857;
2013;15.260685714285716;1999;160.45274285714285;2009;195.07755714285713;2005;91.40635714285715;1995;529.4111285714287;1992;11.3715;1993;72.24072857142858;2006;6.3865;2004;68.20151428571428;2000;10.576214285714284;2020;243.41769999999997;1994;40.539657142857145;1992;143.41564285714284;1999;16.82107142857143;2002;19.97837142857143;1985;94.78010000000002;1992;60.658157142857135;1992;1.3404428571428573;1998;40.5084;2010;67.474;1996;156.0097142857143;1999;9.343585714285712;2001;4.565328571428571;2020;31.595499999999998;1990;64.27624285714285;2020;11.596;1989;16.8242;2020;22.827114285714284;1992;32.47915714285714;1991;34.10871428571428;1989;57.38712857142857;1994;2.269471428571429;1995;60.382171428571425;1986;130.6162;1989;133.42261428571427;1996;18.301071428571426;1995;196.7239;2006;25.054285714285708;1989;282.6853142857143;null;null;1992;2.1294;null;null;1995;18.29437142857143;1988;173.8954857142857;
2014;43.996485714285704;2000;100.75802857142857;2010;122.92062857142858;2006;63.215914285714284;1996;615.5755285714285;1993;25.52052857142857;1994;120.41655714285714;2007;18.35687142857143;2005;36.17738571428571;2001;4.194185714285714;null;null;1995;39.41888571428571;1993;132.27352857142859;2000;31.932942857142855;2003;17.527342857142855;1986;89.89625714285715;1993;45.38217142857143;1993;1.2502999999999997;1999;59.7528857142857;2011;121.04954285714287;1997;67.15002857142858;2000;22.796699999999998;2002;5.742742857142858;null;null;1992;34.76767142857143;null;null;1991;22.6479;null;null;1993;28.3781;1992;31.674985714285715;1990;54.89437142857143;1995;1.8212;1996;73.54761428571429;1987;73.72781428571429;1990;90.7772;1997;6.497628571428571;1996;128.83314285714286;2007;6.233471428571429;1990;117.73965714285714;null;null;1993;4.298614285714286;null;null;1996;32.7232;1989;81.36258571428571;
